index,risks
3039,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3040,['Unknown or unspecified risks']
3041,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
3042,"['Fire risk', 'fire risk']"
3043,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
3044,['Inadequate understanding and prediction of seismic risks']
3046,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
3048,"['Entrepreneurial risk', 'Political risk']"
3063,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
3064,['collapse risk']
3066,['Safety risk']
3068,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
3069,"['Risk of failure to manage risk', 'Operational risk']"
3070,"['Financial risk', 'Time risk', 'Construction risk']"
3071,"['Supply chain operational risks', 'Financial market risks']"
3073,['Dam failure risk']
3074,['Increasing flood risk']
3075,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
3076,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
3077,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
3081,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
3084,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
3085,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
3086,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
3087,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
3088,"['Geological risk', 'Seismic risk']"
3090,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
3091,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
3094,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
3095,"['Health risks', 'Workplace safety risks']"
3097,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
3099,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
3103,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
3105,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
3106,['Health risk']
3108,['Safety risks']
3110,"['related risks', 'Seismic risks']"
3112,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
3114,"['Flood disaster risk', 'flood disaster risk']"
3115,['Security risks']
3116,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
3118,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
3119,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
3121,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
3124,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
3125,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
3128,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
3129,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
3130,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
3131,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
3133,['Price risk']
3135,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
3137,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
3138,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
3140,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3141,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
3142,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
3146,['risk']
3149,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
3152,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3153,['Unknown or unspecified risks']
3154,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
3155,"['Fire risk', 'fire risk']"
3156,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
3157,['Inadequate understanding and prediction of seismic risks']
3159,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
3161,"['Entrepreneurial risk', 'Political risk']"
3176,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
3177,['collapse risk']
3179,['Safety risk']
3181,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
3182,"['Risk of failure to manage risk', 'Operational risk']"
3183,"['Financial risk', 'Time risk', 'Construction risk']"
3184,"['Supply chain operational risks', 'Financial market risks']"
3186,['Dam failure risk']
3187,['Increasing flood risk']
3188,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
3189,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
3190,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
3194,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
3197,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
3198,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
3199,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
3200,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
3201,"['Geological risk', 'Seismic risk']"
3203,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
3204,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
3207,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
3208,"['Health risks', 'Workplace safety risks']"
3210,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
3212,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
3216,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
3218,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
3219,['Health risk']
3221,['Safety risks']
3223,"['related risks', 'Seismic risks']"
3225,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
3227,"['Flood disaster risk', 'flood disaster risk']"
3228,['Security risks']
3229,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
3231,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
3232,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
3234,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
3237,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
3238,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
3241,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
3242,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
3243,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
3244,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
3246,['Price risk']
3248,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
3250,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
3251,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
3253,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3254,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
3255,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
3259,['risk']
3262,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
3265,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3266,['Unknown or unspecified risks']
3267,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
3268,"['Fire risk', 'fire risk']"
3269,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
3270,['Inadequate understanding and prediction of seismic risks']
3272,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
3274,"['Entrepreneurial risk', 'Political risk']"
3289,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
3290,['collapse risk']
3292,['Safety risk']
3294,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
3295,"['Risk of failure to manage risk', 'Operational risk']"
3296,"['Financial risk', 'Time risk', 'Construction risk']"
3297,"['Supply chain operational risks', 'Financial market risks']"
3299,['Dam failure risk']
3300,['Increasing flood risk']
3301,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
3302,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
3303,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
3307,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
3310,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
3311,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
3312,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
3313,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
3314,"['Geological risk', 'Seismic risk']"
3316,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
3317,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
3320,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
3321,"['Health risks', 'Workplace safety risks']"
3323,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
3325,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
3329,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
3331,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
3332,['Health risk']
3334,['Safety risks']
3336,"['related risks', 'Seismic risks']"
3338,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
3340,"['Flood disaster risk', 'flood disaster risk']"
3341,['Security risks']
3342,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
3344,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
3345,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
3347,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
3350,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
3351,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
3354,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
3355,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
3356,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
3357,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
3359,['Price risk']
3361,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
3363,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
3364,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
3366,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3367,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
3368,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
3372,['risk']
3375,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
3378,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3379,['Unknown or unspecified risks']
3380,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
3381,"['Fire risk', 'fire risk']"
3382,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
3383,['Inadequate understanding and prediction of seismic risks']
3385,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
3387,"['Entrepreneurial risk', 'Political risk']"
3402,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
3403,['collapse risk']
3405,['Safety risk']
3407,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
3408,"['Risk of failure to manage risk', 'Operational risk']"
3409,"['Financial risk', 'Time risk', 'Construction risk']"
3410,"['Supply chain operational risks', 'Financial market risks']"
3412,['Dam failure risk']
3413,['Increasing flood risk']
3414,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
3415,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
3416,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
3420,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
3423,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
3424,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
3425,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
3426,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
3427,"['Geological risk', 'Seismic risk']"
3429,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
3430,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
3433,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
3434,"['Health risks', 'Workplace safety risks']"
3436,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
3438,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
3442,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
3444,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
3445,['Health risk']
3447,['Safety risks']
3449,"['related risks', 'Seismic risks']"
3451,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
3453,"['Flood disaster risk', 'flood disaster risk']"
3454,['Security risks']
3455,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
3457,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
3458,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
3460,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
3463,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
3464,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
3467,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
3468,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
3469,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
3470,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
3472,['Price risk']
3474,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
3476,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
3477,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
3479,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3480,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
3481,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
3485,['risk']
3488,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
3491,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3492,['Unknown or unspecified risks']
3493,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
3494,"['Fire risk', 'fire risk']"
3495,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
3496,['Inadequate understanding and prediction of seismic risks']
3498,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
3500,"['Entrepreneurial risk', 'Political risk']"
3515,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
3516,['collapse risk']
3518,['Safety risk']
3520,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
3521,"['Risk of failure to manage risk', 'Operational risk']"
3522,"['Financial risk', 'Time risk', 'Construction risk']"
3523,"['Supply chain operational risks', 'Financial market risks']"
3525,['Dam failure risk']
3526,['Increasing flood risk']
3527,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
3528,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
3529,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
3533,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
3536,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
3537,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
3538,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
3539,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
3540,"['Geological risk', 'Seismic risk']"
3542,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
3543,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
3546,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
3547,"['Health risks', 'Workplace safety risks']"
3549,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
3551,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
3555,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
3557,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
3558,['Health risk']
3560,['Safety risks']
3562,"['related risks', 'Seismic risks']"
3564,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
3566,"['Flood disaster risk', 'flood disaster risk']"
3567,['Security risks']
3568,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
3570,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
3571,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
3573,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
3576,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
3577,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
3580,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
3581,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
3582,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
3583,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
3585,['Price risk']
3587,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
3589,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
3590,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
3592,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3593,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
3594,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
3598,['risk']
3601,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
3604,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3605,['Unknown or unspecified risks']
3606,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
3607,"['Fire risk', 'fire risk']"
3608,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
3609,['Inadequate understanding and prediction of seismic risks']
3611,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
3613,"['Entrepreneurial risk', 'Political risk']"
3628,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
3629,['collapse risk']
3631,['Safety risk']
3633,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
3634,"['Risk of failure to manage risk', 'Operational risk']"
3635,"['Financial risk', 'Time risk', 'Construction risk']"
3636,"['Supply chain operational risks', 'Financial market risks']"
3638,['Dam failure risk']
3639,['Increasing flood risk']
3640,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
3641,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
3642,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
3646,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
3649,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
3650,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
3651,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
3652,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
3653,"['Geological risk', 'Seismic risk']"
3655,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
3656,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
3659,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
3660,"['Health risks', 'Workplace safety risks']"
3662,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
3664,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
3668,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
3670,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
3671,['Health risk']
3673,['Safety risks']
3675,"['related risks', 'Seismic risks']"
3677,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
3679,"['Flood disaster risk', 'flood disaster risk']"
3680,['Security risks']
3681,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
